Date,series,OPEN,HIGH,LOW,PREV. CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE,No of trades
23-Sep-2024,EQ,2962.75,3056.9,2956.15,2950.85,3047.0,3049.8,3021.8,3056.9,1450.0,3925490,11862063350.75,189322
20-Sep-2024,EQ,2798.7,2960.0,2798.5,2797.5,2946.35,2950.85,2925.84,3013.5,1450.0,12492909,36552195685.75,281790
19-Sep-2024,EQ,2812.0,2852.0,2792.2,2808.2,2801.75,2797.5,2813.03,3013.5,1450.0,2807727,7898226039.15,141920
18-Sep-2024,EQ,2781.5,2848.0,2777.65,2787.65,2807.45,2808.2,2816.63,3013.5,1450.0,2526756,7116947063.1,115551
17-Sep-2024,EQ,2765.0,2793.5,2745.3,2757.4,2782.0,2787.65,2780.45,3013.5,1450.0,1387175,3856973632.7,81028
16-Sep-2024,EQ,2740.2,2784.3,2732.05,2739.1,2756.5,2757.4,2767.49,3013.5,1450.0,1234752,3417166949.35,51786
13-Sep-2024,EQ,2755.0,2758.55,2711.75,2740.9,2737.2,2739.1,2732.91,3013.5,1450.0,2102332,5745487395.8,101869
12-Sep-2024,EQ,2665.0,2751.6,2635.6,2654.25,2729.35,2740.9,2707.74,3013.5,1450.0,3730285,10100647235.55,189378
11-Sep-2024,EQ,2681.5,2708.0,2644.1,2690.0,2652.0,2654.25,2673.19,3013.5,1450.0,2034245,5437924108.35,103805
10-Sep-2024,EQ,2691.25,2715.0,2677.0,2708.85,2694.0,2690.0,2692.58,3013.5,1450.0,2034126,5477056062.15,107644
09-Sep-2024,EQ,2688.15,2714.3,2660.05,2698.1,2709.0,2708.85,2699.07,3013.5,1450.0,1269082,3425345368.95,101169
06-Sep-2024,EQ,2723.0,2738.9,2680.1,2723.1,2699.4,2698.1,2702.07,3013.5,1450.0,2835519,7661762844.7,165868
05-Sep-2024,EQ,2756.2,2760.0,2711.9,2749.6,2721.0,2723.1,2732.01,3013.5,1450.0,2360312,6448386255.05,131629
04-Sep-2024,EQ,2761.0,2779.9,2731.1,2784.85,2755.2,2749.6,2744.34,3013.5,1450.0,1697000,4657142167.0,93071
03-Sep-2024,EQ,2780.0,2798.1,2772.6,2777.0,2783.0,2784.85,2786.41,3013.5,1450.0,1592710,4437944183.1,68765
02-Sep-2024,EQ,2848.8,2848.8,2756.5,2805.4,2775.8,2777.0,2779.04,3013.5,1450.0,2270687,6310322574.95,168417
30-Aug-2024,EQ,2780.0,2821.55,2765.0,2757.6,2812.0,2805.4,2802.9,3013.5,1450.0,4895220,13720793825.45,127641
29-Aug-2024,EQ,2789.35,2801.65,2741.65,2798.0,2763.0,2757.6,2764.43,3013.5,1450.0,2237121,6184359971.9,121924
28-Aug-2024,EQ,2781.9,2827.0,2780.8,2780.8,2800.75,2798.0,2807.0,3013.5,1450.0,1851275,5196522608.35,79156
27-Aug-2024,EQ,2797.95,2800.0,2773.95,2793.1,2792.0,2780.8,2784.7,3013.5,1450.0,1604159,4467099110.7,93051
26-Aug-2024,EQ,2764.95,2799.0,2753.1,2759.0,2795.0,2793.1,2777.4,3013.5,1450.0,2765969,7682207851.1,92686
23-Aug-2024,EQ,2732.95,2769.0,2725.3,2732.95,2761.0,2759.0,2755.2,3013.5,1450.0,1943539,5354839968.25,91338
22-Aug-2024,EQ,2771.1,2775.75,2724.05,2769.4,2736.0,2732.95,2742.05,3013.5,1450.0,2346622,6434561513.15,132160
21-Aug-2024,EQ,2774.0,2780.95,2755.0,2771.3,2769.5,2769.4,2763.8,3013.5,1450.0,1497501,4138796539.05,77871
20-Aug-2024,EQ,2779.75,2783.2,2748.5,2765.15,2773.0,2771.3,2761.79,3013.5,1450.0,1762399,4867371118.8,88796
19-Aug-2024,EQ,2859.9,2859.9,2760.0,2840.45,2767.0,2765.15,2787.85,3013.5,1450.0,2500718,6971638875.65,128646
16-Aug-2024,EQ,2789.0,2845.05,2776.15,2745.25,2839.9,2840.45,2820.65,3013.5,1450.0,4376092,12343429089.8,220601
14-Aug-2024,EQ,2728.8,2771.95,2715.3,2718.05,2749.45,2745.25,2751.31,3013.5,1450.0,2609359,7179143467.65,228537
13-Aug-2024,EQ,2718.1,2738.65,2704.1,2717.65,2717.05,2718.05,2721.95,3013.5,1450.0,1292521,3518173051.95,80390
12-Aug-2024,EQ,2749.15,2757.0,2708.7,2749.15,2717.0,2717.65,2725.5,3013.5,1450.0,2321474,6327180057.25,134027
09-Aug-2024,EQ,2734.0,2765.0,2705.0,2682.95,2764.9,2749.15,2739.96,3013.5,1450.0,2279076,6244574698.05,134308
08-Aug-2024,EQ,2660.5,2716.5,2656.5,2680.85,2680.2,2682.95,2684.35,3013.5,1450.0,2673182,7175743339.35,157089
07-Aug-2024,EQ,2697.5,2704.75,2661.0,2632.95,2686.35,2680.85,2679.1,3013.5,1450.0,2479171,6641956289.5,179114
06-Aug-2024,EQ,2688.3,2748.75,2625.7,2678.95,2644.45,2632.95,2677.72,3013.5,1450.0,3069277,8218669400.65,140271
05-Aug-2024,EQ,2679.65,2729.2,2635.8,2749.65,2688.0,2678.95,2666.64,3013.5,1450.0,3731770,9951290198.05,254274
02-Aug-2024,EQ,2810.3,2810.3,2733.85,2828.4,2755.4,2749.65,2764.79,3013.5,1415.75,3041513,8409133531.45,213631
01-Aug-2024,EQ,2926.5,2926.5,2820.1,2907.8,2827.0,2828.4,2844.77,3013.5,1415.75,4971708,14143383089.35,229181
31-Jul-2024,EQ,2937.0,2979.6,2872.95,2922.1,2909.0,2907.8,2934.35,3013.5,1415.75,4238740,12437931579.6,201456
30-Jul-2024,EQ,2945.0,2950.0,2904.6,2933.0,2929.0,2922.1,2924.84,3013.5,1415.75,2290006,6697891503.15,131275
29-Jul-2024,EQ,2900.0,2945.0,2875.5,2887.8,2945.0,2933.0,2907.04,3013.5,1415.75,2388937,6944739099.25,124039
26-Jul-2024,EQ,2821.6,2897.4,2790.0,2811.4,2881.8,2887.8,2860.83,3013.5,1415.75,2352661,6730574701.55,125594
25-Jul-2024,EQ,2799.8,2827.0,2781.8,2805.5,2809.4,2811.4,2806.7,3013.5,1415.75,1857122,5212381274.3,113038
24-Jul-2024,EQ,2823.0,2830.4,2763.65,2821.35,2815.7,2805.5,2793.66,3013.5,1415.75,2276082,6358592571.6,129470
23-Jul-2024,EQ,2824.0,2854.5,2743.4,2804.75,2817.0,2821.35,2818.29,3013.5,1415.75,2572524,7250123643.3,130724
22-Jul-2024,EQ,2751.05,2819.0,2725.0,2749.3,2805.0,2804.75,2794.83,3013.5,1415.75,2208103,6171277473.15,138149
19-Jul-2024,EQ,2819.95,2819.95,2743.0,2819.45,2756.2,2749.3,2773.85,3013.5,1415.75,2042568,5665771010.45,131251
18-Jul-2024,EQ,2756.0,2825.95,2736.5,2756.75,2815.05,2819.45,2789.28,3013.5,1415.75,4122844,11499761577.25,208380
16-Jul-2024,EQ,2754.95,2766.85,2740.0,2731.05,2752.2,2756.75,2752.88,3013.5,1415.75,1925983,5301998871.7,89569
15-Jul-2024,EQ,2722.85,2739.0,2708.1,2703.95,2730.0,2731.05,2724.7,3013.5,1415.75,2017720,5497689205.2,144350
12-Jul-2024,EQ,2689.65,2722.3,2687.15,2698.05,2704.0,2703.95,2706.37,3013.5,1415.75,3398732,9198227939.4,189109
11-Jul-2024,EQ,2757.95,2757.95,2691.0,2732.0,2700.0,2698.05,2714.29,3013.5,1415.75,4314565,11710977305.15,226150
10-Jul-2024,EQ,2930.0,2930.0,2697.9,2925.5,2729.9,2732.0,2739.33,3013.5,1415.75,14481615,39669923612.65,626816
09-Jul-2024,EQ,2855.35,2940.0,2837.25,2851.35,2915.05,2925.5,2905.08,3013.5,1415.75,2902129,8430908732.9,158508
08-Jul-2024,EQ,2880.6,2918.6,2847.5,2880.6,2849.65,2851.35,2873.64,3013.5,1415.75,1631998,4689776456.45,93280
05-Jul-2024,EQ,2886.0,2886.0,2840.0,2902.8,2879.0,2880.6,2863.73,3013.5,1415.75,1966103,5630387330.55,135972
04-Jul-2024,EQ,2890.0,2922.0,2885.05,2877.95,2901.1,2902.8,2906.64,3013.5,1415.75,1502213,4366387530.35,89312
03-Jul-2024,EQ,2871.0,2895.0,2865.1,2865.15,2880.0,2877.95,2877.6,3013.5,1415.75,1019710,2934316164.0,57181
02-Jul-2024,EQ,2890.2,2891.0,2850.0,2875.85,2862.95,2865.15,2870.12,3013.5,1415.75,1507890,4327818202.15,104840
01-Jul-2024,EQ,2841.0,2894.05,2838.25,2866.65,2867.5,2875.85,2870.3,3013.5,1415.75,1718501,4932615396.9,112190
28-Jun-2024,EQ,2855.0,2896.0,2855.0,2888.95,2866.45,2866.65,2870.77,3013.5,1369.95,2548169,7315200075.7,200148
27-Jun-2024,EQ,2842.0,2905.0,2793.05,2851.5,2885.0,2888.95,2855.69,3013.5,1369.95,6900180,19704806762.0,318943
26-Jun-2024,EQ,2907.05,2912.95,2844.6,2909.4,2856.75,2851.5,2870.49,3013.5,1369.95,3282318,9421869983.7,151058
25-Jun-2024,EQ,2921.2,2947.0,2891.05,2915.8,2909.0,2909.4,2913.46,3013.5,1369.95,1910886,5567298518.65,87557
24-Jun-2024,EQ,2836.5,2923.95,2813.05,2839.95,2921.2,2915.8,2884.85,3013.5,1369.95,2699784,7788482677.65,206488
21-Jun-2024,EQ,2884.75,2920.9,2825.05,2871.2,2834.65,2839.95,2858.53,3013.5,1368.5,8400461,24012994456.4,267549
20-Jun-2024,EQ,2945.05,2954.75,2857.3,2933.85,2874.05,2871.2,2889.52,3013.5,1368.5,4024418,11628643402.4,173356
19-Jun-2024,EQ,2975.0,2977.0,2926.45,2961.9,2930.0,2933.85,2952.72,3013.5,1368.5,3512298,10370840452.7,135558
18-Jun-2024,EQ,2965.0,3013.5,2956.65,2928.6,2958.15,2961.9,2977.67,3013.5,1368.5,4887512,14553414432.35,191759
14-Jun-2024,EQ,2875.0,2946.0,2865.0,2861.7,2924.0,2928.6,2913.17,2946.0,1366.0,3515019,10239854158.6,189489
13-Jun-2024,EQ,2850.0,2879.1,2788.65,2787.55,2877.0,2861.7,2833.48,2886.0,1366.0,2492637,7062834186.9,143736
12-Jun-2024,EQ,2835.55,2848.6,2782.05,2835.55,2796.65,2787.55,2812.62,2886.0,1366.0,2580846,7258933750.0,140894
11-Jun-2024,EQ,2821.0,2855.0,2813.4,2807.55,2833.25,2835.55,2834.11,2886.0,1366.0,2298974,6515535399.7,121561
10-Jun-2024,EQ,2861.0,2886.0,2800.0,2857.45,2814.0,2807.55,2824.87,2886.0,1366.0,2021106,5709364107.25,126237
07-Jun-2024,EQ,2668.35,2867.6,2668.35,2699.85,2845.0,2857.45,2800.79,2867.6,1346.35,6447821,18059018225.7,263057
06-Jun-2024,EQ,2745.0,2761.9,2670.9,2740.95,2699.0,2699.85,2705.02,2761.9,1346.35,4992660,13505257471.65,290943
05-Jun-2024,EQ,2572.9,2753.7,2571.8,2572.9,2728.9,2740.95,2694.5,2753.7,1346.35,4242881,11432436746.25,241980
04-Jun-2024,EQ,2634.25,2639.0,2448.2,2634.0,2584.0,2572.9,2557.71,2654.35,1346.35,6372249,16298392753.85,375878
03-Jun-2024,EQ,2575.05,2654.35,2570.4,2506.25,2641.8,2634.0,2631.64,2654.35,1346.35,2701157,7108482575.95,143508
31-May-2024,EQ,2517.75,2569.2,2495.15,2493.5,2517.95,2506.25,2520.24,2617.4,1298.0,8769724,22101781610.85,273642
30-May-2024,EQ,2518.0,2531.45,2478.0,2533.65,2501.15,2493.5,2497.83,2617.4,1298.0,3367101,8410458256.2,170101
29-May-2024,EQ,2510.25,2547.0,2500.6,2552.8,2530.0,2533.65,2525.21,2617.4,1298.0,2720451,6869720458.35,112815
28-May-2024,EQ,2550.0,2581.95,2548.0,2549.1,2550.0,2552.8,2558.57,2617.4,1298.0,1549203,3963747876.75,85473
27-May-2024,EQ,2581.15,2589.75,2541.0,2579.75,2548.9,2549.1,2565.01,2617.4,1298.0,3328559,8537784466.25,88947
24-May-2024,EQ,2589.8,2605.0,2572.4,2609.2,2576.45,2579.75,2588.5,2617.4,1251.3,2919241,7556469846.6,130155
23-May-2024,EQ,2520.0,2617.4,2500.25,2521.05,2610.0,2609.2,2565.13,2617.4,1251.3,4715263,12095258090.65,209714
22-May-2024,EQ,2521.7,2535.0,2490.0,2522.65,2516.0,2521.05,2510.64,2557.95,1251.3,2974921,7468966735.75,142667
21-May-2024,EQ,2503.0,2536.95,2467.0,2503.7,2516.55,2522.65,2504.01,2557.95,1251.3,3747292,9383270683.15,168361
18-May-2024,EQ,2527.95,2527.95,2500.05,2514.6,2504.0,2503.7,2509.63,2557.95,1237.45,257091,645203745.0,13739
17-May-2024,EQ,2425.35,2557.95,2425.35,2371.75,2510.0,2514.6,2519.07,2557.95,1237.45,9796445,24677957925.85,389049
16-May-2024,EQ,2319.45,2393.9,2286.2,2302.3,2393.9,2371.75,2326.15,2393.9,1237.45,7444517,17317083306.05,306022
15-May-2024,EQ,2281.3,2317.15,2256.0,2269.9,2301.45,2302.3,2292.14,2317.15,1237.45,2569084,5888694717.25,125876
14-May-2024,EQ,2175.0,2280.35,2175.0,2184.25,2271.8,2269.9,2252.95,2280.35,1237.45,3830189,8629223966.15,233647
13-May-2024,EQ,2208.0,2208.05,2160.0,2193.05,2206.9,2184.25,2176.83,2256.75,1237.45,2575573,5606591080.55,122635
10-May-2024,EQ,2211.85,2231.65,2183.0,2212.55,2193.8,2193.05,2200.08,2256.75,1213.7,3045912,6701263581.85,156040
09-May-2024,EQ,2185.55,2256.75,2185.0,2182.4,2215.65,2212.55,2225.13,2256.75,1213.7,3998822,8897890554.65,281445
08-May-2024,EQ,2191.7,2195.0,2160.0,2191.5,2183.6,2182.4,2178.86,2240.0,1213.7,1993202,4342906748.55,113972
07-May-2024,EQ,2236.0,2236.9,2164.85,2224.95,2195.7,2191.5,2193.59,2240.0,1213.7,1727823,3790138026.15,121466
06-May-2024,EQ,2200.45,2240.0,2190.0,2193.0,2227.0,2224.95,2220.18,2240.0,1213.7,2111447,4687785713.15,117348
03-May-2024,EQ,2210.0,2210.0,2172.35,2185.15,2193.15,2193.0,2189.88,2210.0,1208.05,3859227,8451228639.95,200650
02-May-2024,EQ,2165.1,2204.0,2165.1,2156.35,2183.8,2185.15,2190.11,2204.0,1208.05,3347541,7331482177.8,219943
30-Apr-2024,EQ,2073.05,2169.0,2073.05,2062.05,2159.9,2156.35,2149.44,2169.0,1208.05,5745143,12348842487.85,264690
29-Apr-2024,EQ,2045.5,2068.35,2001.0,2044.9,2065.55,2062.05,2041.16,2133.0,1208.05,2724604,5561340119.85,112964
26-Apr-2024,EQ,2099.55,2103.0,2038.8,2096.85,2055.0,2044.9,2063.69,2133.0,1196.0,2952484,6093002392.35,154737
25-Apr-2024,EQ,2060.0,2113.95,2041.9,2058.45,2092.35,2096.85,2084.46,2133.0,1196.0,3084498,6429510430.95,152671
24-Apr-2024,EQ,2055.0,2090.85,2052.95,2062.6,2059.95,2058.45,2068.83,2133.0,1196.0,1929834,3992506955.2,83959
23-Apr-2024,EQ,2096.0,2114.0,2056.85,2090.65,2069.7,2062.6,2080.68,2133.0,1196.0,2886136,6005117881.95,125119
22-Apr-2024,EQ,2124.55,2133.0,2065.0,2082.9,2093.0,2090.65,2086.95,2133.0,1196.0,2449171,5111295496.65,110402
19-Apr-2024,EQ,2034.0,2087.0,1998.2,2024.95,2084.0,2082.9,2056.75,2108.6,1196.0,3253248,6691133980.15,155276
18-Apr-2024,EQ,2031.3,2087.0,2016.5,2031.3,2025.0,2024.95,2051.09,2108.6,1196.0,3539862,7260591199.85,202224
16-Apr-2024,EQ,2047.05,2073.75,2027.75,2053.45,2031.9,2031.3,2044.91,2108.6,1196.0,1981730,4052461711.65,113029
15-Apr-2024,EQ,2055.25,2083.9,2035.0,2070.95,2052.0,2053.45,2056.93,2108.6,1196.0,2024919,4165125300.35,95536
12-Apr-2024,EQ,2084.0,2087.5,2051.65,2076.2,2072.0,2070.95,2072.81,2108.6,1171.25,4008660,8309173468.05,169073
10-Apr-2024,EQ,2098.45,2108.6,2070.0,2090.9,2077.0,2076.2,2084.46,2108.6,1171.25,2280814,4754271184.55,127279
09-Apr-2024,EQ,2095.0,2098.65,2070.1,2078.1,2087.0,2090.9,2084.31,2098.65,1171.25,2853137,5946817842.75,95608
08-Apr-2024,EQ,2018.0,2087.0,2016.9,2013.3,2080.9,2078.1,2066.63,2087.0,1171.25,2781568,5748478216.95,176571
05-Apr-2024,EQ,1995.35,2027.45,1992.25,2002.7,2011.9,2013.3,2014.55,2027.45,1148.3,2767027,5574300725.65,93624
04-Apr-2024,EQ,1999.0,2015.0,1963.2,1989.3,2008.0,2002.7,1990.02,2015.0,1148.3,3007920,5985808386.85,178669
03-Apr-2024,EQ,1967.0,2003.3,1956.2,1971.95,1985.0,1989.3,1984.89,2003.3,1148.3,3615370,7176095709.25,145827
02-Apr-2024,EQ,1915.95,1977.5,1901.45,1915.95,1970.0,1971.95,1941.57,1982.3,1148.3,3431715,6662918731.95,159650
01-Apr-2024,EQ,1938.0,1963.85,1891.8,1921.35,1917.0,1915.95,1926.88,1982.3,1148.3,2765845,5329438096.9,132571
28-Mar-2024,EQ,1881.15,1962.95,1870.35,1881.15,1915.35,1921.35,1920.47,1982.3,1123.4,3790854,7280224678.0,179599
27-Mar-2024,EQ,1869.9,1899.9,1855.3,1863.95,1884.0,1881.15,1876.7,1982.3,1123.4,4196597,7875770141.65,124880
26-Mar-2024,EQ,1878.2,1917.5,1861.1,1878.8,1868.0,1863.95,1877.23,1982.3,1123.4,4092744,7683030551.55,163561
22-Mar-2024,EQ,1865.85,1905.45,1847.25,1865.85,1875.0,1878.8,1880.49,1982.3,1123.4,3786990,7121401214.6,188135
21-Mar-2024,EQ,1859.95,1875.0,1845.0,1844.4,1870.0,1865.85,1860.35,1982.3,1123.4,2072960,3856422569.1,121686
20-Mar-2024,EQ,1851.95,1859.05,1820.55,1843.9,1847.0,1844.4,1839.7,1982.3,1123.4,1550415,2852305700.55,96982
19-Mar-2024,EQ,1856.05,1865.0,1826.8,1856.05,1847.35,1843.9,1846.15,1982.3,1123.4,2189225,4041632744.4,103604
18-Mar-2024,EQ,1807.95,1867.4,1801.05,1799.5,1859.0,1856.05,1850.05,1982.3,1123.4,3404076,6297707676.45,172055
15-Mar-2024,EQ,1875.0,1882.1,1788.8,1890.55,1796.3,1799.5,1812.83,1982.3,1123.4,5504948,9979554718.2,191028
14-Mar-2024,EQ,1853.7,1895.6,1844.6,1853.7,1881.5,1890.55,1884.28,1982.3,1123.4,2388133,4499914034.7,128629
13-Mar-2024,EQ,1896.0,1901.4,1844.25,1895.15,1847.1,1853.7,1871.86,1982.3,1123.4,4270994,7994694457.4,165984
12-Mar-2024,EQ,1892.0,1898.35,1876.65,1894.35,1893.0,1895.15,1889.35,1982.3,1123.4,3186510,6020435340.3,145929
11-Mar-2024,EQ,1913.0,1913.7,1873.3,1897.55,1888.6,1894.35,1893.01,1982.3,1123.4,3250782,6153767603.25,204948
07-Mar-2024,EQ,1930.15,1932.15,1884.3,1970.65,1892.0,1897.55,1907.06,1982.3,1123.4,18323831,34944554378.05,370373
06-Mar-2024,EQ,1945.0,1979.9,1922.0,1939.25,1972.0,1970.65,1949.69,1982.3,1123.4,1673183,3262193561.4,121313
05-Mar-2024,EQ,1925.0,1968.0,1923.05,1921.05,1942.3,1939.25,1944.99,1982.3,1123.4,2208384,4295286730.65,159181
04-Mar-2024,EQ,1967.0,1974.95,1919.05,1960.1,1926.0,1921.05,1933.08,1982.3,1123.4,1645331,3180550992.95,97713
02-Mar-2024,EQ,1978.0,1978.0,1957.0,1972.95,1959.8,1960.1,1962.48,1982.3,1123.4,110564,216979425.85,8738
01-Mar-2024,EQ,1933.6,1982.3,1930.5,1932.4,1973.0,1972.95,1962.75,1982.3,1123.4,3384932,6643781847.85,214057
29-Feb-2024,EQ,1902.85,1950.9,1892.55,1901.65,1932.0,1932.4,1933.38,1956.95,1123.4,5539065,10709120457.2,203880
28-Feb-2024,EQ,1951.95,1953.15,1897.05,1950.6,1905.0,1901.65,1921.29,1956.95,1123.4,2010429,3862613934.35,115877
27-Feb-2024,EQ,1926.0,1956.95,1915.05,1929.8,1945.0,1950.6,1929.39,1956.95,1123.4,2821465,5443696175.2,115924
26-Feb-2024,EQ,1935.0,1951.0,1925.2,1929.95,1926.0,1929.8,1937.46,1951.0,1123.4,2436063,4719763840.85,97255
23-Feb-2024,EQ,1926.35,1947.85,1901.1,1910.35,1924.95,1929.95,1927.71,1947.85,1123.4,3323441,6406632831.35,127112
22-Feb-2024,EQ,1870.95,1917.0,1853.0,1859.65,1908.0,1910.35,1876.8,1917.0,1123.4,3360123,6306267779.0,175607
21-Feb-2024,EQ,1849.9,1889.7,1846.7,1853.65,1858.0,1859.65,1866.69,1889.7,1123.4,4466234,8337064019.1,158000
20-Feb-2024,EQ,1837.4,1860.0,1820.5,1848.55,1848.75,1853.65,1845.06,1864.65,1123.4,1830562,3377501723.05,105235
19-Feb-2024,EQ,1836.05,1856.45,1820.0,1835.55,1847.1,1848.55,1843.43,1864.65,1123.4,2682236,4944525867.95,112120
16-Feb-2024,EQ,1788.0,1864.65,1776.85,1765.05,1838.0,1835.55,1825.59,1864.65,1123.4,7188957,13124079097.95,316154
15-Feb-2024,EQ,1681.05,1784.9,1668.1,1657.05,1769.85,1765.05,1748.3,1784.9,1123.4,9887134,17285635543.9,365256
14-Feb-2024,EQ,1631.0,1679.65,1623.9,1646.75,1662.0,1657.05,1650.42,1758.0,1123.4,4368695,7210183363.85,184976
13-Feb-2024,EQ,1670.0,1679.4,1623.45,1660.45,1650.0,1646.75,1649.01,1758.0,1123.4,2075130,3421916330.55,111100
12-Feb-2024,EQ,1654.0,1675.05,1640.55,1646.4,1661.6,1660.45,1657.26,1758.0,1123.4,1197925,1985271523.25,95274
09-Feb-2024,EQ,1686.0,1689.75,1628.0,1685.9,1644.45,1646.4,1647.76,1758.0,1123.4,2033950,3351465286.6,145064
08-Feb-2024,EQ,1729.0,1743.9,1675.55,1721.0,1691.2,1685.9,1707.81,1758.0,1123.4,2550690,4356102159.5,145744
07-Feb-2024,EQ,1731.45,1752.0,1715.7,1727.65,1722.0,1721.0,1727.35,1758.0,1123.4,1213661,2096413185.25,111960
