Date,series,OPEN,HIGH,LOW,PREV. CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE,No of trades
13-Feb-2024,EQ,911.6,919.1,894.0,911.6,907.95,906.9,907.32,950.0,400.45,8574218,7779585680.05,231171
12-Feb-2024,EQ,916.1,925.0,908.0,915.0,912.0,911.6,915.51,950.0,400.45,7286778,6671136318.9,208068
09-Feb-2024,EQ,926.0,927.4,906.05,924.3,915.7,915.0,914.6,950.0,400.45,7904881,7229833132.7,270899
08-Feb-2024,EQ,937.0,939.7,918.8,933.8,925.0,924.3,926.75,950.0,400.45,11576253,10728317488.9,305476
07-Feb-2024,EQ,944.0,944.0,928.05,939.55,935.0,933.8,935.53,950.0,400.45,7913010,7402835642.1,286625
06-Feb-2024,EQ,936.4,941.3,928.4,926.8,939.7,939.55,937.35,950.0,400.45,12714803,11918259367.8,326341
05-Feb-2024,EQ,934.0,950.0,915.35,878.75,929.75,926.8,934.93,950.0,400.45,38686871,36169670768.7,647208
02-Feb-2024,EQ,886.0,895.75,876.85,878.5,882.8,878.75,886.37,900.15,400.45,13003437,11525898374.5,317653
01-Feb-2024,EQ,900.0,900.15,876.3,884.2,880.0,878.5,886.7,900.15,400.45,14505885,12862306257.75,290615
31-Jan-2024,EQ,865.2,896.5,865.2,858.85,884.8,884.2,882.17,896.5,400.45,24562392,21668138577.05,408702
30-Jan-2024,EQ,843.0,885.95,842.85,841.0,864.9,858.85,863.55,885.95,400.45,19734613,17041884369.1,349849
29-Jan-2024,EQ,811.85,843.8,811.05,811.85,840.55,841.0,830.88,843.8,400.45,12823686,10654991884.6,250441
25-Jan-2024,EQ,814.0,814.15,800.3,810.9,810.55,811.85,809.73,827.6,400.45,10109720,8186165890.1,182572
24-Jan-2024,EQ,802.4,812.0,788.5,800.45,811.65,810.9,803.01,827.6,400.45,7217542,5795767502.25,183775
23-Jan-2024,EQ,824.9,827.6,796.3,818.9,802.55,800.45,810.46,827.6,400.45,9436209,7647662373.75,224944
20-Jan-2024,EQ,826.0,827.0,817.05,823.55,819.95,818.9,821.45,827.0,400.1,2837388,2330775194.85,76427
19-Jan-2024,EQ,823.85,826.0,819.5,819.05,824.0,823.55,822.98,827.0,400.1,5706888,4696652130.95,156090
18-Jan-2024,EQ,807.0,822.95,797.0,805.55,819.6,819.05,812.7,827.0,400.1,11500495,9346447986.25,280473
17-Jan-2024,EQ,811.0,813.7,804.0,818.85,807.5,805.55,808.24,827.0,400.1,7895439,6381388279.55,216248
